"C03227V03891","Townlands","TLIST(A1)","CensusYear","STATISTIC","Statistic Label","UNIT","VALUE"
"060733","Caherbrian, Ardamullivan, Co. Galway","2011","2011","CD155C3","Females","Number","6"
"060733","Caherbrian, Ardamullivan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"060733","Caherbrian, Ardamullivan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060733","Caherbrian, Ardamullivan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060733","Caherbrian, Ardamullivan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","6"
"060733","Caherbrian, Ardamullivan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C1","Population","Number","17"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C2","Males","Number","11"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C3","Females","Number","6"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C7","Housing stock","Number","6"
"060734","Caherbriskaun, Aughrim, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","16.7"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C1","Population","Number","21"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C2","Males","Number","8"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C3","Females","Number","13"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","7"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C7","Housing stock","Number","7"
"060735","Caherbroder, Beagh, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C1","Population","Number","47"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C2","Males","Number","25"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C3","Females","Number","22"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","15"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C7","Housing stock","Number","16"
"060736","Caherbulligin, Killeely, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C1","Population","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C2","Males","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C3","Females","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"060737","Cahercarney, Cahermore, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C1","Population","Number","31"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C2","Males","Number","12"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C3","Females","Number","19"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","9"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","4"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C7","Housing stock","Number","13"
"060738","Cahercon, Kinvarra, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","23.1"
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C1","Population","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C2","Males","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C3","Females","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C4","Private households occupied","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C7","Housing stock","Number",""
"060739","Cahercormick, Movode, Co. Galway","2011","2011","CD155C8","Vacancy rate","%",""
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C1","Population","Number","90"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C2","Males","Number","50"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C3","Females","Number","40"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","30"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","5"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","4"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C7","Housing stock","Number","35"
"060740","Cahercrea East, Aille, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","11.4"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C1","Population","Number","5"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C2","Males","Number","3"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C3","Females","Number","2"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C7","Housing stock","Number","3"
"060741","Cahercrea West, Aille, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C1","Population","Number","69"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C2","Males","Number","36"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C3","Females","Number","33"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","20"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","4"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","24"
"060742","Cahercrin, Greethill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","12.5"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C1","Population","Number","54"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C2","Males","Number","33"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C3","Females","Number","21"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","14"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C7","Housing stock","Number","14"
"060743","Caherdaly, Castletaylor, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C1","Population","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C2","Males","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C3","Females","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","0"
"060744","Caherduff, Ardrahan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C1","Population","Number","8"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C2","Males","Number","4"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C3","Females","Number","4"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","5"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","5"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C7","Housing stock","Number","8"
"060745","Cahererillan, Killinny, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","62.5"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C1","Population","Number","58"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C2","Males","Number","33"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C3","Females","Number","25"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","20"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","23"
"060746","Caherfinesker, Greethill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","13"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C1","Population","Number","34"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C2","Males","Number","21"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C3","Females","Number","13"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","13"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C7","Housing stock","Number","16"
"060747","Caherfurvaus, Killeely, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","18.8"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C1","Population","Number","17"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C2","Males","Number","8"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C3","Females","Number","9"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C7","Housing stock","Number","6"
"060748","Cahergal (Dunkellin By), Killogilleen, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","16.7"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C1","Population","Number","5"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C2","Males","Number","4"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C3","Females","Number","1"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"060749","Cahergal, Headford, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","40"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C1","Population","Number","38"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C2","Males","Number","23"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C3","Females","Number","15"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","12"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","8"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","6"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C7","Housing stock","Number","20"
"060750","Cahergal, Killererin, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","30"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C1","Population","Number","13"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C2","Males","Number","6"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","6"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C7","Housing stock","Number","8"
"060751","Cahergal (Ross By), Cloonbur, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","12.5"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C1","Population","Number","37"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C2","Males","Number","19"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C3","Females","Number","18"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","12"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C7","Housing stock","Number","12"
"060752","Caherglassaun, Cahermore, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C1","Population","Number","806"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C2","Males","Number","397"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C3","Females","Number","409"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","290"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","43"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","27"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C7","Housing stock","Number","333"
"060753","Cahergowan or Summerfield, Claregalway, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","8.1"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C1","Population","Number","65"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C2","Males","Number","30"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C3","Females","Number","35"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","20"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C7","Housing stock","Number","20"
"060754","Caherhenryhoe, Lackalea, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C1","Population","Number","41"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C2","Males","Number","24"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C3","Females","Number","17"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","16"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C7","Housing stock","Number","18"
"060755","Caherhugh, Claretuam, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","11.1"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C1","Population","Number","92"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C2","Males","Number","52"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C3","Females","Number","40"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","15"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C7","Housing stock","Number","17"
"060756","Caherkelly, Ardrahan, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","11.8"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C1","Population","Number","11"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C2","Males","Number","7"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C3","Females","Number","4"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","4"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"060757","Caherkinmonwee, Movode, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","20"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C1","Population","Number","51"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C2","Males","Number","26"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C3","Females","Number","25"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","17"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","4"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","4"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C7","Housing stock","Number","21"
"060758","Caherlavine, Loughrea Rural, Loughrea Urban, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","19"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C1","Population","Number","41"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C2","Males","Number","21"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C3","Females","Number","20"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","13"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","1"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","1"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C7","Housing stock","Number","14"
"060759","Caherlea (Dunkellin By), Carnmore, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","7.1"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C1","Population","Number","19"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C2","Males","Number","9"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C3","Females","Number","10"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"060760","Caherlea, Claretuam, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C1","Population","Number","11"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C2","Males","Number","4"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","3"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","2"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","2"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"060761","Caherlea, Liscananaun, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","40"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C1","Population","Number","10"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C2","Males","Number","7"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C3","Females","Number","3"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"060762","Caherlinny, Kilchreest, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C1","Population","Number","88"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C2","Males","Number","46"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C3","Females","Number","42"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","30"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","5"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","5"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C7","Housing stock","Number","35"
"060763","Caherlissakill, Ryehill, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","14.3"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C1","Population","Number","41"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C2","Males","Number","24"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C3","Females","Number","17"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","14"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C7","Housing stock","Number","17"
"060764","Caherlustraun, Kilcoona, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","17.6"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C1","Population","Number","13"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C2","Males","Number","6"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C3","Females","Number","7"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","5"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","0"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","0"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C7","Housing stock","Number","5"
"060765","Cahermacanally, Killursa, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","0"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C1","Population","Number","77"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C2","Males","Number","42"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C3","Females","Number","35"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","27"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","9"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","8"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C7","Housing stock","Number","36"
"060766","Cahermore, Cahermore, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","22.2"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C1","Population","Number","56"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C2","Males","Number","28"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C3","Females","Number","28"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","21"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","3"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","3"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C7","Housing stock","Number","24"
"060767","Cahermorris, Killower, Co. Galway","2011","2011","CD155C8","Vacancy rate","%","12.5"
"060768","Cahernagarry, Bullaun, Co. Galway","2011","2011","CD155C1","Population","Number","61"
"060768","Cahernagarry, Bullaun, Co. Galway","2011","2011","CD155C2","Males","Number","32"
"060768","Cahernagarry, Bullaun, Co. Galway","2011","2011","CD155C3","Females","Number","29"
"060768","Cahernagarry, Bullaun, Co. Galway","2011","2011","CD155C4","Private households occupied","Number","22"
"060768","Cahernagarry, Bullaun, Co. Galway","2011","2011","CD155C5","Private households unoccupied","Number","7"
"060768","Cahernagarry, Bullaun, Co. Galway","2011","2011","CD155C6","Vacant dwellings","Number","7"
